Soru_ID,Baslik,Aciklama_No,Ornek_No,Ornek_Tipi,Senaryo,Soru,Kategori,Sik_Sayisi,A,B,C,D,Dogru_Sik,Dogru_Cevap,Dogru_Cevap_Gerekce,Kaynak_Yorum
162,Madde 29/50 Şut saati,29/50-1,29/50-5,Örnek,"Madde 29/50 Şut saati | 29/50-1
Açıklama: Şut saati periyodunun bitmesine yakın, sayı amacıyla sahadan bir şut atılır ve top havadayken şut saati sesli işaret verir. • Eğer top çemberden içeri geçerse sayı geçerli sayılacaktır. • Eğer top çembere temas etmezse hakemler, rakip takımın hemen ve açık bir şekilde topun kontrolünü sağlayıp sağlayamadığını görmek için bekleyecektir. — Eğer rakip takım topun kontrolünü sağlarsa şut saati sesli işareti dikkate alınmayacaktır. — Eğer rakip takım topun kontrolünü sağlayamazsa bu bir ihlaldir. Top, doğrudan arkalığın arkası hariç, oyunun durdurulduğu en yakın yerden oyuna sokması için karşı takıma verilecektir.
Örnek 29/50-5: Şut saati sesli işaret verdiğinde A1’in sayı amacıyla attığı şut havadadır. Top çembere temas etmez ve daha sonrasında; (a) A2 ile B2 arasında tutulmuş top kararı verilir. (b) B1 topu saha dışına tipler.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,shot_clock,3,Şut saati ihlali,Atış saati değişmez (devam eder),Atış saati 14 saniyeye ayarlanır,,A,Şut saati ihlali,,"Her iki durumda da bu, A takımı tarafından yapılan bir şut saati ihlalidir. B takımı hemen ve açık bir şekilde topun kontrolünü kazanamamıştır."
163,Madde 29/50 Şut saati,29/50-1,29/50-6,Örnek,"Madde 29/50 Şut saati | 29/50-1
Açıklama: Şut saati periyodunun bitmesine yakın, sayı amacıyla sahadan bir şut atılır ve top havadayken şut saati sesli işaret verir. • Eğer top çemberden içeri geçerse sayı geçerli sayılacaktır. • Eğer top çembere temas etmezse hakemler, rakip takımın hemen ve açık bir şekilde topun kontrolünü sağlayıp sağlayamadığını görmek için bekleyecektir. — Eğer rakip takım topun kontrolünü sağlarsa şut saati sesli işareti dikkate alınmayacaktır. — Eğer rakip takım topun kontrolünü sağlayamazsa bu bir ihlaldir. Top, doğrudan arkalığın arkası hariç, oyunun durdurulduğu en yakın yerden oyuna sokması için karşı takıma verilecektir.
Örnek 29/50-6: B1, sayı amacıyla atış halinde olan A1'e faul yapar ve hemen hemen aynı anda şut saati süresi dolmuştur. Top çemberden içeri girer. Eğer ; (a) Top hala A1'in ellerindeyken ve B1'in faulü şut saati dolmadan önce gerçekleştiyse, veya (b) Top A1’in sayı amacıyla attığı şutta havadayken ve B1'in faulü şut saati dolmadan önce gerçekleştiyse, ya da (c) Top A1’in sayı amacıyla attığı şutta havadayken ve B1'in faulü şut saati dolduktan sonra gerçekleştiyse Bu bir şut saati ihlali değildir. A1'in sayısı geçerli olacaktır. A1, 1 ek serbest atış kullanacaktır. Oyun, herhangi bir son serbest atış sonrası olduğu gibi devam edecektir. (d) Top hala A1'in ellerindeyken ve B1'in faulü şut saati dolduktan sonra gerçekleştiyse Bu bir şut saati ihlalidir. A1'in sayısı geçerli sayılmayacaktır. B1'in faulü sportmenlik dışı veya diskalifiye edici bir faul olmadıkça dikkate alınmayacaktır. Oyun, B takımı tarafından serbest atış çizgisi uzantısından topu oyuna sokmasıyla devam edecektir.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,shot_clock,3,Şut saati ihlali,Atış saati değişmez (devam eder),Atış saati 14 saniyeye ayarlanır,,A,Şut saati ihlali,,
164,Madde 29/50 Şut saati,29/50-1,29/50-7,Örnek,"Madde 29/50 Şut saati | 29/50-1
Açıklama: Şut saati periyodunun bitmesine yakın, sayı amacıyla sahadan bir şut atılır ve top havadayken şut saati sesli işaret verir. • Eğer top çemberden içeri geçerse sayı geçerli sayılacaktır. • Eğer top çembere temas etmezse hakemler, rakip takımın hemen ve açık bir şekilde topun kontrolünü sağlayıp sağlayamadığını görmek için bekleyecektir. — Eğer rakip takım topun kontrolünü sağlarsa şut saati sesli işareti dikkate alınmayacaktır. — Eğer rakip takım topun kontrolünü sağlayamazsa bu bir ihlaldir. Top, doğrudan arkalığın arkası hariç, oyunun durdurulduğu en yakın yerden oyuna sokması için karşı takıma verilecektir.
Örnek 29/50-7: Oyun saatinde 25.2 saniye kala A takımı topun kontrolünü kazanır. Şut saatinde 1 saniye varken A1, sayı amacıyla bir şut girişiminde bulunur. Top havadayken şut saati sesli işaret verir. Top çembere temas etmez ve (a) 1.2 saniye daha geçtikten sonra oyun saati, çeyreğin sonu için sesli işaret verir. (b) A2 ribaund sırasında topu yakalar. Hakem, oyun saati 0.8 saniye gösterirken ihlali çalar.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,shot_clock,3,Şut saati ihlali: Top B takımına verilir,Atış saati değişmez (devam eder),Atış saati 14 saniyeye ayarlanır,,A,Şut saati ihlali: Top B takımına verilir,,"(a) Bu, A takımının bir şut saati ihlali değildir. Hakem, B takımının topun kontrolünü hemen ve açık bir şekilde kazanıp kazanmadığını görmek için beklerken ihlali çalmamıştır. Çeyrek sona ermiştir. (b) Bu, A takımının şut saati ihlalidir. Oyun, oyun saatinde 0.8 saniyeyle oyunun durdurulduğu en yakın yerden B takımının topu oyuna sokmasıyla devam edecektir."
165,Madde 29/50 Şut saati,29/50-1,29/50-8,Örnek,"Madde 29/50 Şut saati | 29/50-1
Açıklama: Şut saati periyodunun bitmesine yakın, sayı amacıyla sahadan bir şut atılır ve top havadayken şut saati sesli işaret verir. • Eğer top çemberden içeri geçerse sayı geçerli sayılacaktır. • Eğer top çembere temas etmezse hakemler, rakip takımın hemen ve açık bir şekilde topun kontrolünü sağlayıp sağlayamadığını görmek için bekleyecektir. — Eğer rakip takım topun kontrolünü sağlarsa şut saati sesli işareti dikkate alınmayacaktır. — Eğer rakip takım topun kontrolünü sağlayamazsa bu bir ihlaldir. Top, doğrudan arkalığın arkası hariç, oyunun durdurulduğu en yakın yerden oyuna sokması için karşı takıma verilecektir.
Örnek 29/50-8: Oyun saatinde 25.2 saniye kala A takımı topun kontrolünü kazanır. Oyun saatinde 1.2 saniye varken ve top A1’in el ya da ellerindeyken şut saati sesli işaret verir. Hakem, oyun saati 0.8 saniye gösterirken ihlali çalar.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,shot_clock,3,Şut saati ihlali: Top B takımına verilir,Atış saati değişmez (devam eder),Atış saati 14 saniyeye ayarlanır,,A,Şut saati ihlali: Top B takımına verilir,,"Bu, A takımı tarafından yapılan bir şut saati ihlalidir. İhlal, oyun saatinde 1.2 saniye varken gerçekleştiğinden hakemler oyun saatini düzeltmeye karar verirler. Oyun, oyun saatinde 1.2 saniyeyle oyunun durdurulduğu en yakın yerden B takımının topu oyuna sokmasıyla devam edecektir."
166,Madde 29/50 Şut saati,29/50-9,29/50-10,Örnek,"Madde 29/50 Şut saati | 29/50-9
Açıklama: Şut saati sesli işaret verirse ve hakemlerin değerlendirmesine göre rakipler, hemen ve açık bir şekilde topun kontrolünü kazanırsa, şut saati sesli işareti dikkate alınmayacaktır. Oyun devam edecektir.
Örnek 29/50-10: Şut saati periyodunun sonuna yakın, A1’in pası A2 tarafından alınamaz (her iki oyuncu da kendi ön sahalarındadır) ve top A takımının geri sahasına yuvarlanır. Sepete doğru serbest bir yolu olan B1, topun kontrolünü elde etmeden önce şut saati sesli işaret verir.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,"Eğer B1, hemen ve açık bir şekilde topun kontrolünü kazanırsa, sesli işaret dikkate alınmayacaktır. Oyun devam edecektir.",Yukarıdakilerin hiçbiri,,,A,"Eğer B1, hemen ve açık bir şekilde topun kontrolünü kazanırsa, sesli işaret dikkate alınmayacaktır. Oyun devam edecektir.",,"Eğer B1, hemen ve açık bir şekilde topun kontrolünü kazanırsa, sesli işaret dikkate alınmayacaktır. Oyun devam edecektir."
167,Madde 29/50 Şut saati,29/50-11,29/50-12,Örnek,"Madde 29/50 Şut saati | 29/50-11
Açıklama: Topu kontrol eden bir takıma pozisyon sırasına topu oyuna sokma hakkı verilirse, bu takımın sadece, hava atışı durumu oluştuğunda şut saatinde kalan süre kadar zamanı olacaktır.
Örnek 29/50-12: A takımı, bir hava atışı durumu meydana geldiğinde şut saatinde10 saniyeyle, kendi ön sahasında topu kontrol etmektedir. Pozisyon sırasına göre topu oyuna sokma hakkı: (a) A takımındadır. (b) B takımındadır.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,shot_clock,3,(a) A takımının şut saatinde 10 saniyesi olacaktır. (b) B takımının şut saatinde 24 saniyesi olacaktır.,Atış saati 24 saniyeye ayarlanır,Atış saati 14 saniyeye ayarlanır,,A,(a) A takımının şut saatinde 10 saniyesi olacaktır. (b) B takımının şut saatinde 24 saniyesi olacaktır.,,(a) A takımının şut saatinde 10 saniyesi olacaktır. (b) B takımının şut saatinde 24 saniyesi olacaktır.
168,Madde 29/50 Şut saati,29/50-13,29/50-14,Örnek,"Madde 29/50 Şut saati | 29/50-13
Açıklama: Eğer oyun, bir hakem tarafından topu kontrol etmeyen takımın yaptığı bir faul ya da ihlal (topun saha dışına çıkma durumu hariç) için durdurulursa ve topu oyuna sokma hakkı, önceden topu ön sahada kontrol eden aynı takımdaysa, şut saati aşağıdaki gibi ayarlanacaktır. • Oyun durdurulduğu zaman şut saati14 saniye ya da daha fazla gösteriyorsa şut saati, kalan süre ile devam edecektir. • Oyun durdurulduğu zaman şut saati13 saniye ya da daha az gösteriyorsa o takımın şut saatinde 14 saniyesi olacaktır.
Örnek 29/50-14: Şut saati 8 saniye göstermektedir ve A1 ön sahada dripling yaparken, (a) B1, A takımının ön sahasında, topu sahanın dışına doğru tipler. (b) B1, A1’e faul yapar. Bu, B takımının o çeyrekteki ikinci takım faulüdür.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,possession,3,Top A takımına verilir (oyuna sokma),Top A takımında (A oyuna sokar),Top B takımında (B oyuna sokar),,A,Top A takımına verilir (oyuna sokma),,"Oyun, A takımı tarafından ön sahada topu oyuna sokmasıyla devam edecektir ve A takımının şut saatinde, (a) 8 saniyesi (b) 14 saniyesi olacaktır."
169,Madde 29/50 Şut saati,29/50-13,29/50-15,Örnek,"Madde 29/50 Şut saati | 29/50-13
Açıklama: Eğer oyun, bir hakem tarafından topu kontrol etmeyen takımın yaptığı bir faul ya da ihlal (topun saha dışına çıkma durumu hariç) için durdurulursa ve topu oyuna sokma hakkı, önceden topu ön sahada kontrol eden aynı takımdaysa, şut saati aşağıdaki gibi ayarlanacaktır. • Oyun durdurulduğu zaman şut saati14 saniye ya da daha fazla gösteriyorsa şut saati, kalan süre ile devam edecektir. • Oyun durdurulduğu zaman şut saati13 saniye ya da daha az gösteriyorsa o takımın şut saatinde 14 saniyesi olacaktır.
Örnek 29/50-15: A takımı, şut saatinde 4 saniyeyle ön sahasındaki topu kontrol ederken, (a) A1, veya (b) B1 sakatlanır. Hakemler oyunu durdurur.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,shot_clock,3,"A takımının şut saatinde: (a) 4 saniyesi, (b) 14 saniyesi olacaktır.",Atış saati 14 saniyeye ayarlanır,Atış saati 24 saniyeye ayarlanır,,A,"A takımının şut saatinde: (a) 4 saniyesi, (b) 14 saniyesi olacaktır.",,"A takımının şut saatinde: (a) 4 saniyesi, (b) 14 saniyesi olacaktır."
170,Madde 29/50 Şut saati,29/50-13,29/50-16,Örnek,"Madde 29/50 Şut saati | 29/50-13
Açıklama: Eğer oyun, bir hakem tarafından topu kontrol etmeyen takımın yaptığı bir faul ya da ihlal (topun saha dışına çıkma durumu hariç) için durdurulursa ve topu oyuna sokma hakkı, önceden topu ön sahada kontrol eden aynı takımdaysa, şut saati aşağıdaki gibi ayarlanacaktır. • Oyun durdurulduğu zaman şut saati14 saniye ya da daha fazla gösteriyorsa şut saati, kalan süre ile devam edecektir. • Oyun durdurulduğu zaman şut saati13 saniye ya da daha az gösteriyorsa o takımın şut saatinde 14 saniyesi olacaktır.
Örnek 29/50-16: Şut saatinde 6 saniye kala A2 ile B2 arasında çift faul meydana geldiğinde top, A1’in sayı amacıyla attığı şut sırasında havadadır. Pozisyon sırasına oku A takımı göstermektedir. (a) Top çembere temas etmez. (b) Top çembere temas eder.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,shot_clock,3,"A takımının şut saatinde, (a) 6 saniyesi (b) 14 saniyesi olacaktır.",Atış saati 14 saniyeye ayarlanır,Atış saati 24 saniyeye ayarlanır,,A,"A takımının şut saatinde, (a) 6 saniyesi (b) 14 saniyesi olacaktır.",,"A takımının şut saatinde, (a) 6 saniyesi (b) 14 saniyesi olacaktır."
171,Madde 29/50 Şut saati,29/50-13,29/50-17,Örnek,"Madde 29/50 Şut saati | 29/50-13
Açıklama: Eğer oyun, bir hakem tarafından topu kontrol etmeyen takımın yaptığı bir faul ya da ihlal (topun saha dışına çıkma durumu hariç) için durdurulursa ve topu oyuna sokma hakkı, önceden topu ön sahada kontrol eden aynı takımdaysa, şut saati aşağıdaki gibi ayarlanacaktır. • Oyun durdurulduğu zaman şut saati14 saniye ya da daha fazla gösteriyorsa şut saati, kalan süre ile devam edecektir. • Oyun durdurulduğu zaman şut saati13 saniye ya da daha az gösteriyorsa o takımın şut saatinde 14 saniyesi olacaktır.
Örnek 29/50-17: Şut saatinde 5 saniye kala, B1’e bir teknik faul ve sonrasında A takımı başantrenörüne de bir teknik faul çalındığında A1 dripling yapmaktadır.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,possession,3,Top A takımına verilir (oyuna sokma),Top A takımında (A oyuna sokar),Top B takımında (B oyuna sokar),,A,Top A takımına verilir (oyuna sokma),,Eşit cezaların iptalinden sonra oyun A takımının topu oyuna sokmasıyla devam edecektir. A takımının şut saatinde 5 saniyesi olacaktır.
172,Madde 29/50 Şut saati,29/50-13,29/50-18,Örnek,"Madde 29/50 Şut saati | 29/50-13
Açıklama: Eğer oyun, bir hakem tarafından topu kontrol etmeyen takımın yaptığı bir faul ya da ihlal (topun saha dışına çıkma durumu hariç) için durdurulursa ve topu oyuna sokma hakkı, önceden topu ön sahada kontrol eden aynı takımdaysa, şut saati aşağıdaki gibi ayarlanacaktır. • Oyun durdurulduğu zaman şut saati14 saniye ya da daha fazla gösteriyorsa şut saati, kalan süre ile devam edecektir. • Oyun durdurulduğu zaman şut saati13 saniye ya da daha az gösteriyorsa o takımın şut saatinde 14 saniyesi olacaktır.
Örnek 29/50-18: Şut saati: (a) 16 saniye veya (b) 12 saniye, gösterirken, geri sahasındaki B1, topa bilerek ayağıyla tekme attığında ya da yumruğuyla topa vurduğunda A1, A takımının ön sahasında bulunan A2’ye pas atmaktadır",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,Top ilgili takıma verilir (oyuna sokma),Yukarıdakilerin hiçbiri,,,A,Top ilgili takıma verilir (oyuna sokma),,"Her iki durumda da bu, topa bilerek ayağıyla tekme attığından ya da topa yumruğuyla vurduğundan dolayı B1’in ihlalidir. Oyun, şut saati, (a) 16 saniye (b) 14 saniye gösterecek şekilde A takımı tarafından, ön sahasından topu oyuna sokmasıyla devam edecektir."
173,Madde 29/50 Şut saati,29/50-13,29/50-19,Örnek,"Madde 29/50 Şut saati | 29/50-13
Açıklama: Eğer oyun, bir hakem tarafından topu kontrol etmeyen takımın yaptığı bir faul ya da ihlal (topun saha dışına çıkma durumu hariç) için durdurulursa ve topu oyuna sokma hakkı, önceden topu ön sahada kontrol eden aynı takımdaysa, şut saati aşağıdaki gibi ayarlanacaktır. • Oyun durdurulduğu zaman şut saati14 saniye ya da daha fazla gösteriyorsa şut saati, kalan süre ile devam edecektir. • Oyun durdurulduğu zaman şut saati13 saniye ya da daha az gösteriyorsa o takımın şut saatinde 14 saniyesi olacaktır.
Örnek 29/50-19: Şut saatinde 6 saniye kala B2, A2’ye bir sportmenlik dışı faul yaptığında A1, kendi ön sahasında dripling yapmaktadır.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,foul,3,Diskalifiye edici faul,Sportmenlik dışı faul,Teknik faul,,A,Diskalifiye edici faul,,"A2’nin kimse dizilmeden kullandığı 2 serbest atış sonrasında, atışların başarılı olup olmadığına bakılmaksızın oyun, A takımı tarafından ön sahasındaki topu oyuna sokma çizgisinden topu oyuna sokmasıyla devam edecektir. A takımının şut saatinde 14 saniyesi olacaktır. Aynı yorum diskalifiye edici faul için de geçerlidir."
174,Madde 29/50 Şut saati,29/50-20,29/50-21,Örnek,"Madde 29/50 Şut saati | 29/50-20
Açıklama: Eğer oyun, bir hakem tarafından iki takımı ilgilendirmeyen herhangi bir geçerli nedenle durdurulursa ve hakemlerin değerlendirmesine göre rakipler dezavantajlı bir duruma düşerse şut saati kalan süre ile devam edecektir.
Örnek 29/50-21: Dördüncü çeyrekte oyun saatinde 0:25 kala ve skor A 72 – B 72 iken A takımı, kendi ön sahasında topun kontrolünü kazanır. Oyun, hakemler tarafından aşağıdaki nedenlerden dolayı durdurulduğunda A1, 20 saniye boyunca dripling yapmıştır. (a) Oyun saati ya da şut saati çalışmadığı ya da başlamadığı için. (b) Sahaya bir şişe atıldığı için. (c) Şut saati yanlışlıkla başa alındığı için.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,possession,3,Top A takımına verilir (oyuna sokma),Top A takımında (A oyuna sokar),Top B takımında (B oyuna sokar),,A,Top A takımına verilir (oyuna sokma),,"Tüm durumlarda oyun, oyunun durdurulduğu en yakın yerden A takımının topu oyuna sokmasıyla devam edecektir. A takımının şut saatinde 4 saniyesi olacaktır. Eğer oyun, şut saatinde kalan süre olmadan devam ederse B takımı dezavantajlı duruma düşecektir."
